id,url,is_valid
8222753,https://fjrtufjgh.weebly.com/,Unknown
8222748,https://liberetudoagora.shop/index.php/limpa1/,Unknown
8222742,https://futuroperfeito.online/consulta/,Unknown
8222749,https://info-brasil.me/,Unknown
8222745,https://noticiasbrasil-portal.me/,Unknown
8222752,https://www.bobbiesoutlet-fr.com/,Unknown
8222750,https://serasagoverno.com/01-2/,Unknown
8222746,https://prosperidadenodigital.online/a1/,Unknown
8222751,https://fifty3rd.us/crypt/consult/1/choose-wallet.html,Unknown
8222743,https://consulta-gratis.online/,Unknown
8222747,https://recebervalores.site/serasa/,Unknown
8222744,https://www.noticiasbrasil-portal.me/,Unknown
8222740,http://feirao-serasa.com/,Unknown
8222741,https://scorecrt.fun/pvpg1/,Unknown
8222736,https://siupk.com/Hellenic-Bank-update/,Unknown
